"AFP_suspected","AFP_tested","AFP_confirmed","Anthrax_suspected","Anthrax_tested","Anthrax_confirmed","Cholera_suspected","Cholera_tested","Cholera_confirmed","Diarrhoea_suspected","Diarrhoea_tested","Diarrhoea_confirmed","Malaria_suspected","Malaria_tested","Malaria_confirmed","Measles_suspected","Measles_tested","Measles_confirmed","Typhoid_suspected","Typhoid_tested","Typhoid_confirmed","Monkeypox_suspected","Monkeypox_tested","Plague_suspected","Plague_tested"
318,259,1,283,36,5,16684,4410,2034,813029,46953,50502,8011914,7570205,3693242,4360,1343,655,822,499,45,8,4,13,1
